name,class,Log 2 Fol-Change,transcript_length,GC_content (%),sense,chromosomE
ENST00000641621.1,Nuclear,7.411738484,575,0.448695652,lincRNA,chromosome_name16
ENST00000641588.1,Nuclear,2.868378907,1546,0.443078913,lincRNA,chromosome_name8
ENST00000641584.1,Nuclear,5.316157176,2114,0.378902554,,chromosome_name8
ENST00000641582.1,Nuclear,5.465129668,1421,0.383532723,,chromosome_name8
ENST00000641556.1,Nuclear,4.268444194,1292,0.431888545,antisense,chromosome_name4
ENST00000641533.1,Nuclear,2.95391125,845,0.537278107,lincRNA,chromosome_name22
ENST00000641532.1,Nuclear,3.44152371,1657,0.405552203,lincRNA,chromosome_name3
ENST00000641514.1,Nuclear,5.447277098,1074,0.44320298,,chromosome_name8
ENST00000641495.1,Nuclear,4.129565074,399,0.448621554,lincRNA,chromosome_name1
ENST00000641488.1,Nuclear,3.908995463,1157,0.451166811,lincRNA,chromosome_name8
ENST00000641425.1,Nuclear,4.706654114,1156,0.429065744,lincRNA,chromosome_name8
ENST00000641421.1,Nuclear,3.733033997,1530,0.430065359,lincRNA,chromosome_name8
ENST00000641338.1,Nuclear,3.883004488,3297,0.445556567,,chromosome_name8
ENST00000641335.1,Nuclear,3.164749248,1369,0.449233017,lincRNA,chromosome_name1
ENST00000641295.1,Nuclear,6.533334177,1487,0.406186954,lincRNA,chromosome_name3
ENST00000641271.1,Nuclear,3.352946182,1932,0.366459627,lincRNA,chromosome_name1
ENST00000641222.1,Nuclear,5.221992036,1100,0.413636364,lincRNA,chromosome_name3
ENST00000641190.1,Nuclear,3.135376517,1326,0.518099548,,chromosome_name1
ENST00000641187.1,Nuclear,6.102552843,875,0.451428571,lincRNA,chromosome_name8
ENST00000641176.1,Nuclear,3.008177771,886,0.481941309,lincRNA,chromosome_name1
ENST00000641175.1,Nuclear,3.29779804,619,0.491114701,lincRNA,chromosome_name16
ENST00000641174.1,Nuclear,3.876097181,959,0.445255474,lincRNA,chromosome_name8
ENST00000641153.1,Nuclear,3.487321319,1287,0.448329448,lincRNA,chromosome_name8
ENST00000641150.1,Nuclear,3.283634242,633,0.466034755,antisense,chromosome_name5
ENST00000641099.1,Nuclear,2.845931642,1602,0.41011236,antisense,chromosome_name1
ENST00000641091.1,Nuclear,3.382316781,839,0.449344458,lincRNA,chromosome_name5
ENST00000641075.1,Nuclear,3.1385582,823,0.469015796,lincRNA,chromosome_name16
ENST00000641073.1,Nuclear,5.378887242,1065,0.388732394,,chromosome_name8
ENST00000641060.1,Nuclear,4.223702157,679,0.421207658,lincRNA,chromosome_name8
ENST00000641053.1,Nuclear,2.94611019,1516,0.385224274,lincRNA,chromosome_name3
ENST00000641035.1,Nuclear,4.327019634,982,0.461303462,lincRNA,chromosome_name1
ENST00000641028.1,Nuclear,4.671441329,1430,0.416783217,lincRNA,chromosome_name8
ENST00000641011.1,Nuclear,3.498181492,299,0.494983278,lincRNA,chromosome_name1
ENST00000640920.1,Nuclear,2.818477221,924,0.463203463,lincRNA,chromosome_name19
ENST00000640911.1,Nuclear,3.3684162,628,0.574840764,,chromosome_name15
ENST00000640492.1,Nuclear,3.197257086,759,0.546772069,lincRNA,chromosome_name1
ENST00000640355.1,Nuclear,3.481763562,2651,0.454168238,,chromosome_name19
ENST00000640300.1,Nuclear,6.379229236,1213,0.41797197,lincRNA,chromosome_name7
ENST00000639965.1,Nuclear,3.272009919,1722,0.419860627,lincRNA,chromosome_name13
ENST00000639946.1,Nuclear,3.107456471,354,0.471751412,,chromosome_name1
ENST00000639869.1,Nuclear,3.369853361,3429,0.545931759,,chromosome_name12
ENST00000639687.1,Nuclear,2.814235696,773,0.461836999,,chromosome_name7
ENST00000639552.1,Nuclear,3.74208216,542,0.350553506,antisense,chromosome_name5
ENST00000639380.1,Nuclear,2.868457204,578,0.557093426,antisense,chromosome_name7
ENST00000639368.1,Nuclear,3.454885253,1209,0.477253929,,chromosome_name12
ENST00000639047.1,Nuclear,2.874807446,3607,0.449403937,,chromosome_name1
ENST00000638964.1,Nuclear,2.898041699,1350,0.446666667,lincRNA,chromosome_name7
ENST00000638931.1,Nuclear,3.444916627,2006,0.467597208,sense,chromosome_name1
ENST00000638898.1,Nuclear,3.741237482,3579,0.39089131,sense,chromosome_name11
ENST00000638821.1,Nuclear,4.576323152,2168,0.529520295,sense,chromosome_name12
ENST00000638774.1,Nuclear,3.507528228,2642,0.364118092,lincRNA,chromosome_name7
ENST00000638655.1,Nuclear,5.330199855,1286,0.534214619,sense,chromosome_name12
ENST00000638546.1,Nuclear,3.336867561,1641,0.489945155,lincRNA,chromosome_name6
ENST00000638502.1,Nuclear,4.740687936,2704,0.450073964,,chromosome_name6
ENST00000638462.1,Nuclear,3.527014425,1354,0.683899557,,chromosome_name3
ENST00000638287.1,Nuclear,3.476101088,1214,0.482701812,,chromosome_name22
ENST00000638180.1,Nuclear,3.796011065,1029,0.524781341,sense,chromosome_name12
ENST00000638163.1,Nuclear,2.929682195,528,0.537878788,lincRNA,chromosome_name13
ENST00000638047.1,Nuclear,3.463392606,1983,0.410993444,lincRNA,chromosome_name2
ENST00000638002.1,Nuclear,3.689088487,1565,0.581469649,antisense,chromosome_name1
ENST00000637961.1,Nuclear,2.90862778,1576,0.412436548,lincRNA,chromosome_name16
ENST00000637947.1,Nuclear,3.499119335,811,0.431565968,lincRNA,chromosome_name17
ENST00000637934.1,Nuclear,2.946335484,1195,0.543096234,lincRNA,chromosome_name12
ENST00000637882.1,Nuclear,5.446984537,581,0.411359725,lincRNA,chromosome_name16
ENST00000637702.1,Nuclear,3.65877343,847,0.485242031,lincRNA,chromosome_name1
ENST00000637627.1,Nuclear,2.819476068,703,0.412517781,lincRNA,chromosome_name17
ENST00000637598.1,Nuclear,2.971595478,2074,0.484088717,lincRNA,chromosome_name1
ENST00000637595.1,Nuclear,3.333266299,1886,0.45281018,antisense,chromosome_name5
ENST00000637564.1,Nuclear,4.138106751,1366,0.510980966,lincRNA,chromosome_nameX
ENST00000637510.1,Nuclear,3.99663399,144,0.715277778,,chromosome_name9
ENST00000637497.1,Nuclear,2.845112547,429,0.344988345,sense,chromosome_name17
ENST00000637476.1,Nuclear,2.923442583,551,0.473684211,lincRNA,chromosome_name2
ENST00000637474.1,Nuclear,2.830393433,1985,0.459445844,lincRNA,chromosome_name14
ENST00000637438.1,Nuclear,4.134364554,1456,0.433379121,lincRNA,chromosome_name13
ENST00000637377.1,Nuclear,3.926760597,2219,0.42091032,lincRNA,chromosome_name1
ENST00000637332.1,Nuclear,5.894399527,1237,0.392886015,lincRNA,chromosome_name14
ENST00000637153.1,Nuclear,2.853663844,3585,0.416736402,antisense,chromosome_name5
ENST00000637124.1,Nuclear,3.780760523,905,0.482872928,lincRNA,chromosome_name13
ENST00000636990.1,Nuclear,4.309622486,701,0.650499287,,chromosome_name8
ENST00000636983.1,Nuclear,3.237640782,4607,0.406772303,lincRNA,chromosome_name18
ENST00000636917.1,Nuclear,4.72237584,627,0.456140351,lincRNA,chromosome_name1
ENST00000636877.1,Nuclear,3.794441977,1104,0.4375,lincRNA,chromosome_name11
ENST00000636819.1,Nuclear,3.628210205,4154,0.407799711,antisense,chromosome_name5
ENST00000636739.1,Nuclear,3.640792859,558,0.494623656,lincRNA,chromosome_name6
ENST00000636621.1,Nuclear,3.092173168,3241,0.461277384,lincRNA,chromosome_name13
ENST00000636450.1,Nuclear,4.090195626,1569,0.441045252,,chromosome_nameX
ENST00000636421.1,Nuclear,3.222764536,1844,0.495661605,,chromosome_name17
ENST00000636391.2,Nuclear,4.320015061,2155,0.457076566,lincRNA,chromosome_name14
ENST00000636386.1,Nuclear,4.531216289,2708,0.4316839,lincRNA,chromosome_name1
ENST00000636354.1,Nuclear,3.463149563,4683,0.382020073,lincRNA,chromosome_name16
ENST00000636317.1,Nuclear,3.439110149,2163,0.507165973,,chromosome_nameX
ENST00000636210.1,Nuclear,2.883431922,1973,0.397871262,antisense,chromosome_name3
ENST00000636122.1,Nuclear,3.442856214,962,0.465696466,,chromosome_name12
ENST00000636084.1,Nuclear,2.84363776,1348,0.423590504,lincRNA,chromosome_name17
ENST00000636052.1,Nuclear,3.271377851,1369,0.437545654,lincRNA,chromosome_name14
ENST00000636028.1,Nuclear,3.226870415,2298,0.399912968,lincRNA,chromosome_name9
ENST00000635947.1,Nuclear,3.325017887,1557,0.46628131,lincRNA,chromosome_name19
ENST00000635845.1,Nuclear,4.496185141,1588,0.380352645,lincRNA,chromosome_name21
ENST00000635841.1,Nuclear,5.980066128,1734,0.447520185,lincRNA,chromosome_nameX
ENST00000635800.1,Nuclear,4.328352575,1620,0.485802469,lincRNA,chromosome_name3
ENST00000635706.1,Nuclear,2.976093791,559,0.416815742,lincRNA,chromosome_name1
ENST00000635687.1,Nuclear,3.219388236,4211,0.508905248,lincRNA,chromosome_name1
ENST00000635684.1,Nuclear,2.917080555,1183,0.35841082,lincRNA,chromosome_name21
ENST00000635680.1,Nuclear,3.945775307,4363,0.441439377,lincRNA,chromosome_name18
ENST00000635678.1,Nuclear,2.865286112,1602,0.440699126,antisense,chromosome_name9
ENST00000635561.1,Nuclear,4.184324853,565,0.433628319,lincRNA,chromosome_name6
ENST00000635555.1,Nuclear,3.074365933,1016,0.452755906,lincRNA,chromosome_name1
ENST00000635532.1,Nuclear,4.242142915,597,0.430485762,lincRNA,chromosome_name1
ENST00000635525.1,Nuclear,3.639388465,4123,0.363812758,lincRNA,chromosome_name21
ENST00000635520.1,Nuclear,3.873689495,1232,0.513798701,lincRNA,chromosome_name10
ENST00000635495.1,Nuclear,4.658785904,1833,0.424986361,antisense,chromosome_name19
ENST00000635492.1,Nuclear,2.974150845,1293,0.489559165,lincRNA,chromosome_name1
ENST00000635484.1,Nuclear,3.011774094,2117,0.33065659,,chromosome_name13
ENST00000635444.1,Nuclear,3.622402522,547,0.424131627,sense,chromosome_name12
ENST00000635405.2,Nuclear,3.487323061,529,0.578449905,lincRNA,chromosome_name1
ENST00000635398.1,Nuclear,3.254608759,1517,0.464733026,,chromosome_name1
ENST00000635390.1,Nuclear,3.526214218,1065,0.397183099,lincRNA,chromosome_name4
ENST00000635350.1,Nuclear,3.135090159,745,0.469798658,lincRNA,chromosome_name1
ENST00000635306.1,Nuclear,2.983223209,1429,0.458362491,lincRNA,chromosome_name2
ENST00000635299.1,Nuclear,3.254214135,1978,0.442366026,lincRNA,chromosome_name20
ENST00000635272.1,Nuclear,6.420963712,1078,0.386827458,,chromosome_name13
ENST00000635258.1,Nuclear,3.894773249,4566,0.396408235,lincRNA,chromosome_name20
ENST00000635215.1,Nuclear,2.887432352,2884,0.471914008,antisense,chromosome_name17
ENST00000635103.1,Nuclear,2.986281014,4292,0.407968313,lincRNA,chromosome_name18
ENST00000635091.1,Nuclear,3.031311731,463,0.43412527,lincRNA,chromosome_name13
ENST00000635072.1,Nuclear,2.859857139,1114,0.393177738,lincRNA,chromosome_name1
ENST00000635019.1,Nuclear,4.06610162,2587,0.312330885,,chromosome_name13
ENST00000635002.1,Nuclear,4.925569244,1392,0.503591954,lincRNA,chromosome_name1
ENST00000634971.1,Nuclear,3.267570171,854,0.460187354,lincRNA,chromosome_name11
ENST00000634951.1,Nuclear,3.676111326,582,0.475945017,lincRNA,chromosome_name19
ENST00000634902.1,Nuclear,3.0263945,917,0.47655398,lincRNA,chromosome_name11
ENST00000634853.1,Nuclear,4.156414509,933,0.406216506,lincRNA,chromosome_name21
ENST00000634837.1,Nuclear,2.880015753,1677,0.43053071,lincRNA,chromosome_name3
ENST00000634776.1,Nuclear,3.435549928,2130,0.33286385,lincRNA,chromosome_name1
ENST00000634701.1,Nuclear,2.897846755,2183,0.423728814,lincRNA,chromosome_name1
ENST00000634659.1,Nuclear,4.358888289,527,0.373814042,lincRNA,chromosome_name21
ENST00000634641.1,Nuclear,3.150783788,359,0.406685237,lincRNA,chromosome_name1
ENST00000634595.1,Nuclear,3.178635584,1535,0.441042345,lincRNA,chromosome_name20
ENST00000634594.1,Nuclear,4.510789184,3586,0.428332404,lincRNA,chromosome_name1
ENST00000634547.1,Nuclear,3.642167823,1259,0.552025417,lincRNA,chromosome_name10
ENST00000634535.1,Nuclear,3.95625484,2006,0.374875374,sense,chromosome_name13
ENST00000634503.1,Nuclear,4.027253581,2406,0.470490441,lincRNA,chromosome_name17
ENST00000634462.1,Nuclear,3.202458731,1127,0.393078971,lincRNA,chromosome_name10
ENST00000634424.1,Nuclear,4.356633505,423,0.51536643,lincRNA,chromosome_name1
ENST00000634300.1,Nuclear,4.215649063,2706,0.585735403,lincRNA,chromosome_name2
ENST00000634281.1,Nuclear,4.345117639,2864,0.419692737,lincRNA,chromosome_name1
ENST00000633951.1,Nuclear,3.004798566,567,0.564373898,lincRNA,chromosome_name19
ENST00000633808.1,Nuclear,4.479939446,848,0.676886792,lincRNA,chromosome_name19
ENST00000633673.1,Nuclear,3.567816698,475,0.452631579,lincRNA,chromosome_name8
ENST00000633363.1,Nuclear,3.93593051,541,0.547134935,lincRNA,chromosome_name19
ENST00000633169.1,Nuclear,3.749001926,911,0.637760703,,chromosome_name1
ENST00000633163.1,Nuclear,3.191752777,1143,0.565179353,lincRNA,chromosome_name7
ENST00000633109.1,Nuclear,4.600247312,523,0.45124283,,chromosome_name19
ENST00000632948.1,Nuclear,3.786507237,1201,0.523730225,lincRNA,chromosome_name19
ENST00000632624.1,Nuclear,3.224131227,1297,0.456437934,,chromosome_name19
ENST00000632503.1,Nuclear,3.20824463,1764,0.591269841,lincRNA,chromosome_name1
ENST00000632210.1,Nuclear,3.692484262,4477,0.470180925,,chromosome_name6
ENST00000632154.1,Nuclear,3.521737409,976,0.521516393,,chromosome_name4
ENST00000632102.1,Nuclear,4.258352774,561,0.677361854,lincRNA,chromosome_name19
ENST00000631988.1,Nuclear,2.975431547,657,0.555555556,,chromosome_name19
ENST00000631858.1,Nuclear,3.112550961,1761,0.636002271,lincRNA,chromosome_name19
ENST00000631797.1,Nuclear,4.514115832,615,0.530081301,,chromosome_name19
ENST00000631764.1,Nuclear,4.075895094,736,0.558423913,,chromosome_name19
ENST00000631744.1,Nuclear,6.015023242,806,0.359801489,,chromosome_name19
ENST00000631644.1,Nuclear,3.102630719,473,0.498942918,lincRNA,chromosome_name19
ENST00000631520.1,Nuclear,4.202026901,475,0.418947368,lincRNA,chromosome_name8
ENST00000631401.1,Nuclear,3.635836733,567,0.53968254,,chromosome_name19
ENST00000631314.2,Nuclear,5.316863252,462,0.532467532,antisense,chromosome_name20
ENST00000631299.1,Nuclear,4.003054702,616,0.436688312,antisense,chromosome_name3
ENST00000631271.2,Nuclear,3.278254773,757,0.486129458,lincRNA,chromosome_name2
ENST00000631208.2,Nuclear,4.087621718,693,0.457431457,antisense,chromosome_name2
ENST00000631186.1,Nuclear,3.859685389,560,0.389285714,lincRNA,chromosome_name21
ENST00000631170.2,Nuclear,3.104013264,734,0.482288828,antisense,chromosome_name2
ENST00000631117.2,Nuclear,3.273530689,870,0.455172414,antisense,chromosome_name7
ENST00000631087.1,Nuclear,3.680854927,848,0.515330189,lincRNA,chromosome_name3
ENST00000631080.2,Nuclear,3.486147402,1707,0.376098418,antisense,chromosome_name13
ENST00000631075.2,Nuclear,7.588882725,938,0.42217484,lincRNA,chromosome_name2
ENST00000630930.2,Nuclear,3.369862842,750,0.429333333,antisense,chromosome_name3
ENST00000630920.1,Nuclear,4.016560287,1752,0.440639269,lincRNA,chromosome_name8
ENST00000630898.2,Nuclear,3.185531275,670,0.453731343,antisense,chromosome_name2
ENST00000630885.2,Nuclear,3.965090322,558,0.453405018,lincRNA,chromosome_name1
ENST00000630830.1,Nuclear,2.921150337,795,0.480503145,lincRNA,chromosome_name3
ENST00000630759.2,Nuclear,3.557901257,891,0.484848485,antisense,chromosome_name2
ENST00000630732.2,Nuclear,4.872027728,380,0.452631579,lincRNA,chromosome_name2
ENST00000630717.1,Nuclear,2.854224505,871,0.386911596,lincRNA,chromosome_name2
ENST00000630686.2,Nuclear,4.969543924,974,0.430184805,lincRNA,chromosome_name2
ENST00000630675.2,Nuclear,2.891274435,608,0.475328947,lincRNA,chromosome_name3
ENST00000630663.1,Nuclear,5.614706792,746,0.533512064,lincRNA,chromosome_name3
ENST00000630623.2,Nuclear,3.152719356,383,0.472584856,antisense,chromosome_name2
ENST00000630589.2,Nuclear,2.843640705,895,0.530726257,antisense,chromosome_name3
ENST00000630508.2,Nuclear,3.798352361,912,0.54495614,antisense,chromosome_name1
ENST00000630436.2,Nuclear,3.620160048,1009,0.432111001,antisense,chromosome_name1
ENST00000630361.2,Nuclear,3.710439269,849,0.446407538,antisense,chromosome_name2
ENST00000630335.2,Nuclear,2.827805671,346,0.531791908,antisense,chromosome_name3
ENST00000630170.2,Nuclear,4.019604154,584,0.553082192,lincRNA,chromosome_name3
ENST00000630139.2,Nuclear,5.716540557,1146,0.395287958,lincRNA,chromosome_name2
ENST00000630100.1,Nuclear,2.917128472,1021,0.485798237,lincRNA,chromosome_name15
ENST00000629990.1,Nuclear,4.198083285,806,0.473945409,lincRNA,chromosome_name3
ENST00000629989.2,Nuclear,2.824146214,1265,0.411067194,antisense,chromosome_name13
ENST00000629988.2,Nuclear,3.323759867,488,0.43852459,antisense,chromosome_name13
ENST00000629973.2,Nuclear,3.116942261,698,0.484240688,antisense,chromosome_name2
ENST00000629943.2,Nuclear,3.363664839,725,0.467586207,antisense,chromosome_name2
ENST00000629902.1,Nuclear,3.692398178,528,0.528409091,sense,chromosome_name9
ENST00000629869.1,Nuclear,4.09508296,976,0.452868852,lincRNA,chromosome_name22
ENST00000629837.2,Nuclear,4.736952425,377,0.50132626,antisense,chromosome_name6
ENST00000629819.2,Nuclear,3.707223285,580,0.555172414,antisense,chromosome_name2
ENST00000629782.2,Nuclear,2.997804852,717,0.414225941,antisense,chromosome_name7
ENST00000629776.1,Nuclear,3.663292686,2065,0.607748184,lincRNA,chromosome_name6
ENST00000629766.2,Nuclear,3.783105871,653,0.456355283,antisense,chromosome_name6
ENST00000629722.2,Nuclear,4.843594103,637,0.412872841,antisense,chromosome_name2
ENST00000629702.3,Nuclear,2.895717238,1572,0.44783715,lincRNA,chromosome_name1
ENST00000629546.2,Nuclear,3.169903434,658,0.487841945,antisense,chromosome_name2
ENST00000629517.1,Nuclear,3.309421984,803,0.488169365,sense,chromosome_name22
ENST00000629483.2,Nuclear,4.194677664,923,0.439869989,antisense,chromosome_name2
ENST00000629416.2,Nuclear,3.960813489,456,0.504385965,antisense,chromosome_name3
ENST00000629393.1,Nuclear,4.716624784,4890,0.380981595,sense,chromosome_name13
ENST00000629369.1,Nuclear,3.450420733,1966,0.450152594,lincRNA,chromosome_name9
ENST00000629296.2,Nuclear,2.851004768,438,0.506849315,antisense,chromosome_name3
ENST00000629295.1,Nuclear,4.234533404,4300,0.43627907,lincRNA,chromosome_name3
ENST00000629276.2,Nuclear,3.15995641,670,0.431343284,antisense,chromosome_name9
ENST00000629257.1,Nuclear,4.182274816,323,0.498452012,lincRNA,chromosome_name2
ENST00000629211.2,Nuclear,3.205277112,428,0.521028037,antisense,chromosome_name7
ENST00000629149.1,Nuclear,7.01822016,609,0.449917898,lincRNA,chromosome_name2
ENST00000629078.1,Nuclear,2.805237456,902,0.450110865,lincRNA,chromosome_name12
ENST00000629014.2,Nuclear,3.680280761,795,0.535849057,antisense,chromosome_name7
ENST00000628939.2,Nuclear,4.20910679,585,0.420512821,antisense,chromosome_name6
ENST00000628924.1,Nuclear,3.046960543,2835,0.373897707,lincRNA,chromosome_name9
ENST00000628831.2,Nuclear,3.291447556,507,0.504930966,antisense,chromosome_name3
ENST00000628826.2,Nuclear,5.194824065,662,0.401812689,antisense,chromosome_name2
ENST00000628810.2,Nuclear,3.60526637,618,0.482200647,sense,chromosome_name3
ENST00000628754.2,Nuclear,4.413813886,430,0.511627907,lincRNA,chromosome_name3
ENST00000628648.2,Nuclear,3.10815665,586,0.447098976,antisense,chromosome_name2
ENST00000628611.2,Nuclear,3.946261982,423,0.397163121,lincRNA,chromosome_name2
ENST00000628601.2,Nuclear,3.176214006,731,0.50752394,antisense,chromosome_name3
ENST00000628580.2,Nuclear,4.695693215,649,0.600924499,antisense,chromosome_name2
ENST00000628464.2,Nuclear,3.051693182,1315,0.422813688,antisense,chromosome_name2
ENST00000628455.2,Nuclear,3.083991644,361,0.526315789,antisense,chromosome_name2
ENST00000628442.1,Nuclear,3.615649749,550,0.470909091,antisense,chromosome_name22
ENST00000628401.1,Nuclear,4.322920813,2283,0.448094612,sense,chromosome_name15
ENST00000628368.1,Nuclear,7.90216275,2306,0.343451865,sense,chromosome_name2
ENST00000628308.2,Nuclear,3.1491211,996,0.492971888,antisense,chromosome_name2
ENST00000628291.2,Nuclear,2.897014892,325,0.510769231,antisense,chromosome_name3
ENST00000628246.2,Nuclear,3.273904172,443,0.451467269,lincRNA,chromosome_name7
ENST00000628237.2,Nuclear,4.124605858,672,0.441964286,lincRNA,chromosome_name2
ENST00000628225.2,Nuclear,3.501996285,503,0.473161034,antisense,chromosome_name1
ENST00000628195.2,Nuclear,5.352372695,552,0.510869565,lincRNA,chromosome_name3
ENST00000628165.2,Nuclear,2.879700533,269,0.550185874,antisense,chromosome_name2
ENST00000628148.2,Nuclear,5.219570533,334,0.473053892,lincRNA,chromosome_name2
ENST00000628097.2,Nuclear,3.872641118,216,0.578703704,antisense,chromosome_name2
ENST00000628063.2,Nuclear,3.510360839,845,0.453254438,lincRNA,chromosome_name1
ENST00000628013.2,Nuclear,2.844053436,753,0.495351926,lincRNA,chromosome_name3
ENST00000627996.2,Nuclear,4.152442614,622,0.459807074,antisense,chromosome_name1
ENST00000627863.2,Nuclear,3.153799856,793,0.491803279,lincRNA,chromosome_name3
ENST00000627771.1,Nuclear,3.42472026,695,0.309352518,antisense,chromosome_name10
ENST00000627767.1,Nuclear,2.955618886,929,0.430570506,lincRNA,chromosome_name3
ENST00000627687.1,Nuclear,4.333303592,578,0.44982699,lincRNA,chromosome_nameX
ENST00000627669.1,Nuclear,3.079139885,762,0.49343832,antisense,chromosome_name10
ENST00000627661.2,Nuclear,4.294017372,806,0.462779156,antisense,chromosome_name2
ENST00000627657.2,Nuclear,3.30288942,311,0.498392283,antisense,chromosome_name2
ENST00000627630.2,Nuclear,2.949456132,666,0.512012012,antisense,chromosome_name2
ENST00000627551.2,Nuclear,4.257973129,1129,0.599645704,antisense,chromosome_name3
ENST00000627545.2,Nuclear,3.689703346,886,0.383747178,lincRNA,chromosome_name2
ENST00000627540.2,Nuclear,4.323084215,662,0.483383686,antisense,chromosome_name2
ENST00000627530.3,Nuclear,3.252231248,876,0.473744292,sense,chromosome_name3
ENST00000627527.1,Nuclear,4.685865752,784,0.366071429,antisense,chromosome_name2
ENST00000627502.2,Nuclear,2.868951276,874,0.525171625,lincRNA,chromosome_name3
ENST00000627501.3,Nuclear,3.187668114,775,0.492903226,sense,chromosome_name3
ENST00000627496.2,Nuclear,5.309698204,807,0.408921933,antisense,chromosome_name3
ENST00000627453.2,Nuclear,4.061258884,656,0.414634146,antisense,chromosome_name17
ENST00000627419.2,Nuclear,5.285387395,631,0.423137876,lincRNA,chromosome_name2
ENST00000627336.2,Nuclear,4.273805973,772,0.422279793,antisense,chromosome_name2
ENST00000627325.2,Nuclear,3.045435638,673,0.506686478,antisense,chromosome_name2
ENST00000627309.1,Nuclear,3.322265219,1115,0.349775785,lincRNA,chromosome_name14
ENST00000627265.1,Nuclear,3.433423349,769,0.468140442,antisense,chromosome_name10
ENST00000627247.2,Nuclear,4.624646428,463,0.44924406,lincRNA,chromosome_name2
ENST00000627195.2,Nuclear,4.732623794,882,0.448979592,lincRNA,chromosome_name2
ENST00000627180.2,Nuclear,7.202088387,945,0.410582011,antisense,chromosome_name1
ENST00000627179.1,Nuclear,4.479695595,632,0.443037975,lincRNA,chromosome_name5
ENST00000627173.1,Nuclear,3.328930566,4113,0.42159008,lincRNA,chromosome_nameX
ENST00000627172.2,Nuclear,3.857283859,995,0.474371859,antisense,chromosome_name2
ENST00000627161.2,Nuclear,3.043070009,634,0.570977918,antisense,chromosome_name7
ENST00000627142.2,Nuclear,3.775508355,549,0.453551913,antisense,chromosome_name5
ENST00000627043.1,Nuclear,4.211677355,500,0.488,antisense,chromosome_name2
ENST00000626977.1,Nuclear,3.247072736,2031,0.450024618,sense,chromosome_name8
ENST00000626969.2,Nuclear,4.213283735,745,0.534228188,lincRNA,chromosome_name3
ENST00000626954.2,Nuclear,3.609290655,864,0.416666667,antisense,chromosome_name2
ENST00000626933.1,Nuclear,3.774915114,695,0.526618705,antisense,chromosome_name21
