name,class,Log 2 Fol-Change,transcript_length,GC_content (%),sense,chromosomE
ENST00000641872.1,Nuclear,3.871260138,1680,0.427380952,lincRNA,chromosome_name16
ENST00000641867.1,Nuclear,7.189699671,866,0.433025404,lincRNA,chromosome_name8
ENST00000641860.1,Nuclear,4.152606302,2210,0.498642534,lincRNA,chromosome_name1
ENST00000641859.1,Nuclear,3.148797804,2474,0.508084074,antisense,chromosome_name22
ENST00000641853.1,Nuclear,5.088250339,1638,0.418192918,lincRNA,chromosome_name8
ENST00000641825.1,Nuclear,3.041866042,356,0.45505618,lincRNA,chromosome_name8
ENST00000641806.1,Nuclear,4.044790458,335,0.48358209,,chromosome_name2
ENST00000641765.1,Nuclear,5.079151752,509,0.481335953,lincRNA,chromosome_name16
ENST00000641757.1,Nuclear,3.347489344,987,0.470111449,lincRNA,chromosome_name1
ENST00000641752.1,Nuclear,3.577131314,279,0.458781362,lincRNA,chromosome_name1
ENST00000641734.1,Nuclear,3.19570855,1192,0.503355705,,chromosome_name1
ENST00000641715.1,Cytosol,-0.423223501,1546,0.416558862,lincRNA,chromosome_name3
ENST00000641708.1,Cytosol,-1.711083827,1184,0.516891892,lincRNA,chromosome_name10
ENST00000641702.1,Nuclear,3.703610778,1953,0.541218638,lincRNA,chromosome_name1
ENST00000641696.1,Nuclear,2.895461729,886,0.453724605,lincRNA,chromosome_name8
ENST00000641676.1,Nuclear,5.36626866,1368,0.369883041,antisense,chromosome_name4
ENST00000641674.1,Cytosol,-0.253692424,1356,0.432890855,lincRNA,chromosome_name8
ENST00000641671.1,Cytosol,-0.050545956,2259,0.426294821,lincRNA,chromosome_name6
ENST00000641648.1,Nuclear,3.653190639,1207,0.406793703,lincRNA,chromosome_name3
ENST00000641635.1,Cytosol,-0.57845861,1162,0.415662651,lincRNA,chromosome_name3
ENST00000641621.1,Nuclear,7.411738484,575,0.448695652,lincRNA,chromosome_name16
ENST00000641588.1,Nuclear,2.868378907,1546,0.443078913,lincRNA,chromosome_name8
ENST00000641584.1,Nuclear,5.316157176,2114,0.378902554,,chromosome_name8
ENST00000641582.1,Nuclear,5.465129668,1421,0.383532723,,chromosome_name8
ENST00000641562.1,Cytosol,-2.142176123,540,0.588888889,lincRNA,chromosome_name1
ENST00000641556.1,Nuclear,4.268444194,1292,0.431888545,antisense,chromosome_name4
ENST00000641533.1,Nuclear,2.95391125,845,0.537278107,lincRNA,chromosome_name22
ENST00000641532.1,Nuclear,3.44152371,1657,0.405552203,lincRNA,chromosome_name3
ENST00000641523.1,Cytosol,-1.246077745,1558,0.450577664,lincRNA,chromosome_name8
ENST00000641514.1,Nuclear,5.447277098,1074,0.44320298,,chromosome_name8
ENST00000641495.1,Nuclear,4.129565074,399,0.448621554,lincRNA,chromosome_name1
ENST00000641488.1,Nuclear,3.908995463,1157,0.451166811,lincRNA,chromosome_name8
ENST00000641481.1,Cytosol,-0.400827457,890,0.474157303,lincRNA,chromosome_name1
ENST00000641425.1,Nuclear,4.706654114,1156,0.429065744,lincRNA,chromosome_name8
ENST00000641421.1,Nuclear,3.733033997,1530,0.430065359,lincRNA,chromosome_name8
ENST00000641338.1,Nuclear,3.883004488,3297,0.445556567,,chromosome_name8
ENST00000641335.1,Nuclear,3.164749248,1369,0.449233017,lincRNA,chromosome_name1
ENST00000641327.1,Cytosol,-0.357233885,515,0.497087379,lincRNA,chromosome_name16
ENST00000641325.1,Cytosol,-2.071991705,2442,0.521294021,lincRNA,chromosome_name1
ENST00000641309.1,Cytosol,-3.136768738,1382,0.428364689,lincRNA,chromosome_name8
ENST00000641295.1,Nuclear,6.533334177,1487,0.406186954,lincRNA,chromosome_name3
ENST00000641271.1,Nuclear,3.352946182,1932,0.366459627,lincRNA,chromosome_name1
ENST00000641222.1,Nuclear,5.221992036,1100,0.413636364,lincRNA,chromosome_name3
ENST00000641194.1,Cytosol,-2.190914135,868,0.447004608,lincRNA,chromosome_name3
ENST00000641190.1,Nuclear,3.135376517,1326,0.518099548,,chromosome_name1
ENST00000641187.1,Nuclear,6.102552843,875,0.451428571,lincRNA,chromosome_name8
ENST00000641176.1,Nuclear,3.008177771,886,0.481941309,lincRNA,chromosome_name1
ENST00000641175.1,Nuclear,3.29779804,619,0.491114701,lincRNA,chromosome_name16
ENST00000641174.1,Nuclear,3.876097181,959,0.445255474,lincRNA,chromosome_name8
ENST00000641158.1,Cytosol,-1.664345573,1695,0.372861357,lincRNA,chromosome_name3
ENST00000641153.1,Nuclear,3.487321319,1287,0.448329448,lincRNA,chromosome_name8
ENST00000641150.1,Nuclear,3.283634242,633,0.466034755,antisense,chromosome_name5
ENST00000641099.1,Nuclear,2.845931642,1602,0.41011236,antisense,chromosome_name1
ENST00000641097.1,Cytosol,-0.772118239,674,0.412462908,lincRNA,chromosome_name1
ENST00000641091.1,Nuclear,3.382316781,839,0.449344458,lincRNA,chromosome_name5
ENST00000641078.1,Cytosol,-1.635599236,1258,0.504769475,lincRNA,chromosome_name1
ENST00000641075.1,Nuclear,3.1385582,823,0.469015796,lincRNA,chromosome_name16
ENST00000641073.1,Nuclear,5.378887242,1065,0.388732394,,chromosome_name8
ENST00000641060.1,Nuclear,4.223702157,679,0.421207658,lincRNA,chromosome_name8
ENST00000641055.1,Cytosol,-0.214787451,1992,0.382028112,lincRNA,chromosome_name3
ENST00000641053.1,Nuclear,2.94611019,1516,0.385224274,lincRNA,chromosome_name3
ENST00000641043.1,Cytosol,-1.12748213,1377,0.408133624,lincRNA,chromosome_name3
ENST00000641035.1,Nuclear,4.327019634,982,0.461303462,lincRNA,chromosome_name1
ENST00000641029.1,Cytosol,-0.313854989,1047,0.441260745,lincRNA,chromosome_name8
ENST00000641028.1,Nuclear,4.671441329,1430,0.416783217,lincRNA,chromosome_name8
ENST00000641011.1,Nuclear,3.498181492,299,0.494983278,lincRNA,chromosome_name1
ENST00000640920.1,Nuclear,2.818477221,924,0.463203463,lincRNA,chromosome_name19
ENST00000640911.1,Nuclear,3.3684162,628,0.574840764,,chromosome_name15
ENST00000640865.1,Cytosol,-0.706431596,635,0.474015748,lincRNA,chromosome_name5
ENST00000640832.1,Cytosol,-0.275122579,1709,0.491515506,lincRNA,chromosome_name1
ENST00000640718.1,Cytosol,-3.059657308,1428,0.446778711,lincRNA,chromosome_name5
ENST00000640686.1,Cytosol,-1.914461634,1055,0.646445498,,chromosome_name1
ENST00000640630.1,Cytosol,-1.07479087,1122,0.49197861,,chromosome_name1
ENST00000640492.1,Nuclear,3.197257086,759,0.546772069,lincRNA,chromosome_name1
ENST00000640437.1,Cytosol,-0.698753903,1620,0.401851852,lincRNA,chromosome_nameX
ENST00000640420.1,Cytosol,-1.404964627,768,0.510416667,lincRNA,chromosome_name12
ENST00000640355.1,Nuclear,3.481763562,2651,0.454168238,,chromosome_name19
ENST00000640300.1,Nuclear,6.379229236,1213,0.41797197,lincRNA,chromosome_name7
ENST00000640211.1,Cytosol,-0.274346673,1811,0.503589177,,chromosome_name2
ENST00000640084.1,Cytosol,-0.21296721,1382,0.483357453,,chromosome_name22
ENST00000640078.1,Cytosol,-0.148061451,3465,0.399422799,antisense,chromosome_name2
ENST00000639965.1,Nuclear,3.272009919,1722,0.419860627,lincRNA,chromosome_name13
ENST00000639946.1,Nuclear,3.107456471,354,0.471751412,,chromosome_name1
ENST00000639869.1,Nuclear,3.369853361,3429,0.545931759,,chromosome_name12
ENST00000639766.1,Cytosol,-0.571551769,2238,0.604557641,antisense,chromosome_name13
ENST00000639752.1,Cytosol,-3.053466452,556,0.505395683,lincRNA,chromosome_name19
ENST00000639687.1,Nuclear,2.814235696,773,0.461836999,,chromosome_name7
ENST00000639627.1,Cytosol,-1.87267035,1220,0.502459016,lincRNA,chromosome_name12
ENST00000639552.1,Nuclear,3.74208216,542,0.350553506,antisense,chromosome_name5
ENST00000639380.1,Nuclear,2.868457204,578,0.557093426,antisense,chromosome_name7
ENST00000639368.1,Nuclear,3.454885253,1209,0.477253929,,chromosome_name12
ENST00000639363.1,Cytosol,-2.126214264,1066,0.515947467,,chromosome_name9
ENST00000639316.1,Cytosol,-1.168336621,2015,0.404962779,lincRNA,chromosome_name18
ENST00000639047.1,Nuclear,2.874807446,3607,0.449403937,,chromosome_name1
ENST00000638964.1,Nuclear,2.898041699,1350,0.446666667,lincRNA,chromosome_name7
ENST00000638931.1,Nuclear,3.444916627,2006,0.467597208,sense,chromosome_name1
ENST00000638924.1,Cytosol,-7.879038346,1588,0.573677582,antisense,chromosome_name8
ENST00000638898.1,Nuclear,3.741237482,3579,0.39089131,sense,chromosome_name11
ENST00000638822.1,Cytosol,-0.966508318,574,0.496515679,lincRNA,chromosome_name19
ENST00000638821.1,Nuclear,4.576323152,2168,0.529520295,sense,chromosome_name12
ENST00000638774.1,Nuclear,3.507528228,2642,0.364118092,lincRNA,chromosome_name7
ENST00000638752.1,Cytosol,-1.539461005,1056,0.646780303,,chromosome_name1
ENST00000638724.1,Cytosol,-1.51725068,1765,0.446458924,lincRNA,chromosome_name9
ENST00000638682.1,Cytosol,-0.951159189,1504,0.421542553,lincRNA,chromosome_name17
ENST00000638655.1,Nuclear,5.330199855,1286,0.534214619,sense,chromosome_name12
ENST00000638546.1,Nuclear,3.336867561,1641,0.489945155,lincRNA,chromosome_name6
ENST00000638502.1,Nuclear,4.740687936,2704,0.450073964,,chromosome_name6
ENST00000638462.1,Nuclear,3.527014425,1354,0.683899557,,chromosome_name3
ENST00000638358.1,Cytosol,-1.158073743,1055,0.648341232,,chromosome_name1
ENST00000638356.1,Cytosol,-1.695610978,494,0.489878543,antisense,chromosome_name19
ENST00000638287.1,Nuclear,3.476101088,1214,0.482701812,,chromosome_name22
ENST00000638195.1,Cytosol,-1.237435824,2252,0.531527531,lincRNA,chromosome_name10
ENST00000638180.1,Nuclear,3.796011065,1029,0.524781341,sense,chromosome_name12
ENST00000638163.1,Nuclear,2.929682195,528,0.537878788,lincRNA,chromosome_name13
ENST00000638138.1,Cytosol,-0.28602907,904,0.484513274,antisense,chromosome_name6
ENST00000638100.1,Cytosol,-1.4551689,298,0.473154362,antisense,chromosome_name12
ENST00000638047.1,Nuclear,3.463392606,1983,0.410993444,lincRNA,chromosome_name2
ENST00000638002.1,Nuclear,3.689088487,1565,0.581469649,antisense,chromosome_name1
ENST00000637961.1,Nuclear,2.90862778,1576,0.412436548,lincRNA,chromosome_name16
ENST00000637958.1,Cytosol,-1.035733837,562,0.496441281,antisense,chromosome_name12
ENST00000637947.1,Nuclear,3.499119335,811,0.431565968,lincRNA,chromosome_name17
ENST00000637934.1,Nuclear,2.946335484,1195,0.543096234,lincRNA,chromosome_name12
ENST00000637901.1,Cytosol,-0.223847597,1780,0.466292135,antisense,chromosome_name6
ENST00000637882.1,Nuclear,5.446984537,581,0.411359725,lincRNA,chromosome_name16
ENST00000637702.1,Nuclear,3.65877343,847,0.485242031,lincRNA,chromosome_name1
ENST00000637700.1,Cytosol,-3.306682209,2262,0.378426172,lincRNA,chromosome_name11
ENST00000637695.1,Cytosol,-0.067355594,952,0.516806723,lincRNA,chromosome_name16
ENST00000637677.1,Cytosol,-1.621134197,931,0.392051557,lincRNA,chromosome_name4
ENST00000637635.1,Cytosol,-0.295221813,683,0.481698389,lincRNA,chromosome_name16
ENST00000637629.1,Cytosol,-1.470845991,1174,0.399488927,lincRNA,chromosome_name5
ENST00000637627.1,Nuclear,2.819476068,703,0.412517781,lincRNA,chromosome_name17
ENST00000637598.1,Nuclear,2.971595478,2074,0.484088717,lincRNA,chromosome_name1
ENST00000637595.1,Nuclear,3.333266299,1886,0.45281018,antisense,chromosome_name5
ENST00000637564.1,Nuclear,4.138106751,1366,0.510980966,lincRNA,chromosome_nameX
ENST00000637510.1,Nuclear,3.99663399,144,0.715277778,,chromosome_name9
ENST00000637497.1,Nuclear,2.845112547,429,0.344988345,sense,chromosome_name17
ENST00000637476.1,Nuclear,2.923442583,551,0.473684211,lincRNA,chromosome_name2
ENST00000637474.1,Nuclear,2.830393433,1985,0.459445844,lincRNA,chromosome_name14
ENST00000637466.1,Cytosol,-2.505332137,490,0.448979592,lincRNA,chromosome_name14
ENST00000637462.1,Cytosol,-0.852221207,1295,0.457142857,lincRNA,chromosome_name13
ENST00000637438.1,Nuclear,4.134364554,1456,0.433379121,lincRNA,chromosome_name13
ENST00000637398.1,Cytosol,-0.955251011,2744,0.434037901,,chromosome_name7
ENST00000637377.1,Nuclear,3.926760597,2219,0.42091032,lincRNA,chromosome_name1
ENST00000637332.1,Nuclear,5.894399527,1237,0.392886015,lincRNA,chromosome_name14
ENST00000637196.1,Cytosol,-0.468242927,774,0.506459948,lincRNA,chromosome_name2
ENST00000637153.1,Nuclear,2.853663844,3585,0.416736402,antisense,chromosome_name5
ENST00000637124.1,Nuclear,3.780760523,905,0.482872928,lincRNA,chromosome_name13
ENST00000636990.1,Nuclear,4.309622486,701,0.650499287,,chromosome_name8
ENST00000636983.1,Nuclear,3.237640782,4607,0.406772303,lincRNA,chromosome_name18
ENST00000636956.1,Cytosol,-3.499205324,705,0.459574468,lincRNA,chromosome_name2
ENST00000636917.1,Nuclear,4.72237584,627,0.456140351,lincRNA,chromosome_name1
ENST00000636877.1,Nuclear,3.794441977,1104,0.4375,lincRNA,chromosome_name11
ENST00000636819.1,Nuclear,3.628210205,4154,0.407799711,antisense,chromosome_name5
ENST00000636739.1,Nuclear,3.640792859,558,0.494623656,lincRNA,chromosome_name6
ENST00000636737.1,Cytosol,-0.970475908,1559,0.450288647,,chromosome_name13
ENST00000636621.1,Nuclear,3.092173168,3241,0.461277384,lincRNA,chromosome_name13
ENST00000636560.1,Cytosol,-3.383949137,622,0.528938907,lincRNA,chromosome_name2
ENST00000636550.1,Cytosol,-0.60401,1530,0.487581699,lincRNA,chromosome_name8
ENST00000636531.1,Cytosol,-2.384888085,1196,0.505852843,lincRNA,chromosome_name2
ENST00000636450.1,Nuclear,4.090195626,1569,0.441045252,,chromosome_nameX
ENST00000636421.1,Nuclear,3.222764536,1844,0.495661605,,chromosome_name17
ENST00000636391.2,Nuclear,4.320015061,2155,0.457076566,lincRNA,chromosome_name14
ENST00000636386.1,Nuclear,4.531216289,2708,0.4316839,lincRNA,chromosome_name1
ENST00000636354.1,Nuclear,3.463149563,4683,0.382020073,lincRNA,chromosome_name16
ENST00000636317.1,Nuclear,3.439110149,2163,0.507165973,,chromosome_nameX
ENST00000636210.1,Nuclear,2.883431922,1973,0.397871262,antisense,chromosome_name3
ENST00000636122.1,Nuclear,3.442856214,962,0.465696466,,chromosome_name12
ENST00000636095.1,Cytosol,-1.618481829,1835,0.415258856,lincRNA,chromosome_nameX
ENST00000636084.1,Nuclear,2.84363776,1348,0.423590504,lincRNA,chromosome_name17
ENST00000636069.1,Cytosol,-0.291794395,602,0.528239203,,chromosome_name6
ENST00000636060.1,Cytosol,-0.871715227,548,0.538321168,lincRNA,chromosome_name6
ENST00000636052.1,Nuclear,3.271377851,1369,0.437545654,lincRNA,chromosome_name14
ENST00000636028.1,Nuclear,3.226870415,2298,0.399912968,lincRNA,chromosome_name9
ENST00000635993.1,Cytosol,-2.017250761,1768,0.518665158,antisense,chromosome_name10
ENST00000635959.1,Cytosol,-4.278595409,478,0.485355649,lincRNA,chromosome_name1
ENST00000635947.1,Nuclear,3.325017887,1557,0.46628131,lincRNA,chromosome_name19
ENST00000635847.1,Cytosol,-1.062223598,738,0.425474255,antisense,chromosome_name3
ENST00000635845.1,Nuclear,4.496185141,1588,0.380352645,lincRNA,chromosome_name21
ENST00000635841.1,Nuclear,5.980066128,1734,0.447520185,lincRNA,chromosome_nameX
ENST00000635800.1,Nuclear,4.328352575,1620,0.485802469,lincRNA,chromosome_name3
ENST00000635706.1,Nuclear,2.976093791,559,0.416815742,lincRNA,chromosome_name1
ENST00000635687.1,Nuclear,3.219388236,4211,0.508905248,lincRNA,chromosome_name1
ENST00000635685.1,Cytosol,-0.606451006,780,0.487179487,lincRNA,chromosome_name1
ENST00000635684.1,Nuclear,2.917080555,1183,0.35841082,lincRNA,chromosome_name21
ENST00000635680.1,Nuclear,3.945775307,4363,0.441439377,lincRNA,chromosome_name18
ENST00000635678.1,Nuclear,2.865286112,1602,0.440699126,antisense,chromosome_name9
ENST00000635660.1,Cytosol,-0.457602092,638,0.47492163,lincRNA,chromosome_name1
ENST00000635581.1,Cytosol,-3.513592101,706,0.532577904,lincRNA,chromosome_name1
ENST00000635579.1,Cytosol,-1.577094119,588,0.474489796,lincRNA,chromosome_name20
ENST00000635561.1,Nuclear,4.184324853,565,0.433628319,lincRNA,chromosome_name6
ENST00000635555.1,Nuclear,3.074365933,1016,0.452755906,lincRNA,chromosome_name1
ENST00000635536.2,Cytosol,-3.784128878,989,0.524772497,lincRNA,chromosome_name19
ENST00000635532.1,Nuclear,4.242142915,597,0.430485762,lincRNA,chromosome_name1
ENST00000635525.1,Nuclear,3.639388465,4123,0.363812758,lincRNA,chromosome_name21
ENST00000635520.1,Nuclear,3.873689495,1232,0.513798701,lincRNA,chromosome_name10
ENST00000635495.1,Nuclear,4.658785904,1833,0.424986361,antisense,chromosome_name19
ENST00000635492.1,Nuclear,2.974150845,1293,0.489559165,lincRNA,chromosome_name1
ENST00000635489.1,Cytosol,-3.292279542,765,0.381699346,,chromosome_name4
ENST00000635484.1,Nuclear,3.011774094,2117,0.33065659,,chromosome_name13
ENST00000635444.1,Nuclear,3.622402522,547,0.424131627,sense,chromosome_name12
ENST00000635435.2,Cytosol,-1.766714044,1505,0.5089701,lincRNA,chromosome_name19
ENST00000635422.1,Cytosol,-3.061078518,651,0.528417819,lincRNA,chromosome_name10
ENST00000635405.2,Nuclear,3.487323061,529,0.578449905,lincRNA,chromosome_name1
ENST00000635398.1,Nuclear,3.254608759,1517,0.464733026,,chromosome_name1
ENST00000635390.1,Nuclear,3.526214218,1065,0.397183099,lincRNA,chromosome_name4
ENST00000635357.1,Cytosol,-4.022025523,808,0.393564356,lincRNA,chromosome_name1
ENST00000635350.1,Nuclear,3.135090159,745,0.469798658,lincRNA,chromosome_name1
ENST00000635306.1,Nuclear,2.983223209,1429,0.458362491,lincRNA,chromosome_name2
ENST00000635299.1,Nuclear,3.254214135,1978,0.442366026,lincRNA,chromosome_name20
ENST00000635274.1,Cytosol,-2.338231905,300,0.63,,chromosome_name14
ENST00000635272.1,Nuclear,6.420963712,1078,0.386827458,,chromosome_name13
ENST00000635258.1,Nuclear,3.894773249,4566,0.396408235,lincRNA,chromosome_name20
ENST00000635220.1,Cytosol,-0.960270585,319,0.454545455,lincRNA,chromosome_name1
ENST00000635215.1,Nuclear,2.887432352,2884,0.471914008,antisense,chromosome_name17
ENST00000635177.1,Cytosol,-0.812123396,1090,0.456880734,lincRNA,chromosome_name14
ENST00000635176.2,Cytosol,-1.540465067,1041,0.527377522,lincRNA,chromosome_name19
ENST00000635159.1,Cytosol,-3.461345754,994,0.437625755,lincRNA,chromosome_name1
ENST00000635103.1,Nuclear,2.986281014,4292,0.407968313,lincRNA,chromosome_name18
ENST00000635097.1,Cytosol,-1.439943208,1023,0.515151515,lincRNA,chromosome_name1
ENST00000635091.1,Nuclear,3.031311731,463,0.43412527,lincRNA,chromosome_name13
ENST00000635072.1,Nuclear,2.859857139,1114,0.393177738,lincRNA,chromosome_name1
ENST00000635064.1,Cytosol,-4.268291875,248,0.495967742,antisense,chromosome_name2
ENST00000635031.1,Cytosol,-0.351330903,2045,0.540831296,lincRNA,chromosome_name4
ENST00000635019.1,Nuclear,4.06610162,2587,0.312330885,,chromosome_name13
ENST00000635009.1,Cytosol,-1.695782896,1235,0.368421053,lincRNA,chromosome_name1
ENST00000635002.1,Nuclear,4.925569244,1392,0.503591954,lincRNA,chromosome_name1
ENST00000634980.1,Cytosol,-0.219119042,1063,0.433678269,lincRNA,chromosome_name1
ENST00000634972.1,Cytosol,-0.661715575,590,0.53220339,lincRNA,chromosome_name1
ENST00000634971.1,Nuclear,3.267570171,854,0.460187354,lincRNA,chromosome_name11
ENST00000634951.1,Nuclear,3.676111326,582,0.475945017,lincRNA,chromosome_name19
ENST00000634933.1,Cytosol,-0.212249551,1544,0.435233161,lincRNA,chromosome_name10
ENST00000634930.1,Cytosol,-1.765676626,459,0.494553377,lincRNA,chromosome_name10
ENST00000634923.1,Cytosol,-0.333554448,923,0.502708559,lincRNA,chromosome_name14
ENST00000634902.1,Nuclear,3.0263945,917,0.47655398,lincRNA,chromosome_name11
ENST00000634877.1,Cytosol,-0.766679746,673,0.523031204,lincRNA,chromosome_name6
ENST00000634853.1,Nuclear,4.156414509,933,0.406216506,lincRNA,chromosome_name21
ENST00000634837.1,Nuclear,2.880015753,1677,0.43053071,lincRNA,chromosome_name3
ENST00000634776.1,Nuclear,3.435549928,2130,0.33286385,lincRNA,chromosome_name1
ENST00000634769.1,Cytosol,-2.489181532,583,0.459691252,lincRNA,chromosome_name1
ENST00000634763.1,Cytosol,-2.064985923,1266,0.512638231,lincRNA,chromosome_name1
ENST00000634735.1,Cytosol,-2.19523646,535,0.493457944,lincRNA,chromosome_name10
ENST00000634731.2,Cytosol,-0.743046149,571,0.562171629,lincRNA,chromosome_name19
ENST00000634701.1,Nuclear,2.897846755,2183,0.423728814,lincRNA,chromosome_name1
ENST00000634676.1,Cytosol,-1.538113325,2413,0.488188976,antisense,chromosome_name19
ENST00000634675.1,Cytosol,-0.058764913,1806,0.473975637,lincRNA,chromosome_name19
ENST00000634673.1,Cytosol,-0.122599542,547,0.385740402,antisense,chromosome_name18
ENST00000634659.1,Nuclear,4.358888289,527,0.373814042,lincRNA,chromosome_name21
ENST00000634641.1,Nuclear,3.150783788,359,0.406685237,lincRNA,chromosome_name1
ENST00000634601.1,Cytosol,-0.43977558,1947,0.457627119,lincRNA,chromosome_nameX
ENST00000634596.1,Cytosol,-1.898254307,1768,0.395927602,lincRNA,chromosome_name1
ENST00000634595.1,Nuclear,3.178635584,1535,0.441042345,lincRNA,chromosome_name20
ENST00000634594.1,Nuclear,4.510789184,3586,0.428332404,lincRNA,chromosome_name1
ENST00000634569.1,Cytosol,-0.255532644,1030,0.44368932,lincRNA,chromosome_name1
ENST00000634547.1,Nuclear,3.642167823,1259,0.552025417,lincRNA,chromosome_name10
ENST00000634535.1,Nuclear,3.95625484,2006,0.374875374,sense,chromosome_name13
ENST00000634503.1,Nuclear,4.027253581,2406,0.470490441,lincRNA,chromosome_name17
ENST00000634462.1,Nuclear,3.202458731,1127,0.393078971,lincRNA,chromosome_name10
ENST00000634452.1,Cytosol,-1.390911456,562,0.510676157,lincRNA,chromosome_name10
ENST00000634424.1,Nuclear,4.356633505,423,0.51536643,lincRNA,chromosome_name1
ENST00000634373.1,Cytosol,-1.104928742,1535,0.556351792,lincRNA,chromosome_name10
ENST00000634334.1,Cytosol,-1.25052841,843,0.448398577,lincRNA,chromosome_name10
ENST00000634319.1,Cytosol,-2.975059289,1088,0.378676471,lincRNA,chromosome_name1
ENST00000634305.1,Cytosol,-2.271357128,1737,0.523316062,,chromosome_name14
ENST00000634300.1,Nuclear,4.215649063,2706,0.585735403,lincRNA,chromosome_name2
ENST00000634281.1,Nuclear,4.345117639,2864,0.419692737,lincRNA,chromosome_name1
ENST00000634265.2,Cytosol,-2.534644411,892,0.427130045,lincRNA,chromosome_name16
ENST00000633951.1,Nuclear,3.004798566,567,0.564373898,lincRNA,chromosome_name19
ENST00000633848.1,Cytosol,-0.877963573,904,0.396017699,,chromosome_name12
ENST00000633808.1,Nuclear,4.479939446,848,0.676886792,lincRNA,chromosome_name19
ENST00000633779.1,Cytosol,-2.281601248,486,0.427983539,antisense,chromosome_name10
ENST00000633673.1,Nuclear,3.567816698,475,0.452631579,lincRNA,chromosome_name8
ENST00000633603.1,Cytosol,-0.098479893,631,0.432646593,lincRNA,chromosome_name19
ENST00000633579.1,Cytosol,-0.045684479,1962,0.577981651,lincRNA,chromosome_name7
ENST00000633363.1,Nuclear,3.93593051,541,0.547134935,lincRNA,chromosome_name19
ENST00000633182.1,Cytosol,-1.505370847,556,0.56294964,antisense,chromosome_name1
ENST00000633169.1,Nuclear,3.749001926,911,0.637760703,,chromosome_name1
ENST00000633163.1,Nuclear,3.191752777,1143,0.565179353,lincRNA,chromosome_name7
ENST00000633140.1,Cytosol,-0.350312175,710,0.456338028,antisense,chromosome_name1
ENST00000633109.1,Nuclear,4.600247312,523,0.45124283,,chromosome_name19
ENST00000632948.1,Nuclear,3.786507237,1201,0.523730225,lincRNA,chromosome_name19
ENST00000632794.1,Cytosol,-1.107720096,583,0.542024014,antisense,chromosome_name10
ENST00000632747.1,Cytosol,-0.239157401,621,0.582930757,lincRNA,chromosome_name19
ENST00000632624.1,Nuclear,3.224131227,1297,0.456437934,,chromosome_name19
ENST00000632561.1,Cytosol,-1.078804677,559,0.574239714,lincRNA,chromosome_name1
ENST00000632503.1,Nuclear,3.20824463,1764,0.591269841,lincRNA,chromosome_name1
ENST00000632484.1,Cytosol,-0.004747413,3021,0.395233366,lincRNA,chromosome_name19
ENST00000632451.1,Cytosol,-0.881964845,313,0.565495208,lincRNA,chromosome_name15
ENST00000632210.1,Nuclear,3.692484262,4477,0.470180925,,chromosome_name6
ENST00000632196.1,Cytosol,-0.568970951,448,0.59375,lincRNA,chromosome_name22
ENST00000632154.1,Nuclear,3.521737409,976,0.521516393,,chromosome_name4
