name,class,Log 2 Fol-Change,transcript_length,GC_content (%),sense,chromosomE
ENST00000641702.1,Nuclear,3.703610778,1953,0.541218638,lincRNA,chromosome_name1
ENST00000641696.1,Nuclear,2.895461729,886,0.453724605,lincRNA,chromosome_name8
ENST00000641674.1,Cytosol,-0.253692424,1356,0.432890855,lincRNA,chromosome_name8
ENST00000641671.1,Cytosol,-0.050545956,2259,0.426294821,lincRNA,chromosome_name6
ENST00000641648.1,Nuclear,3.653190639,1207,0.406793703,lincRNA,chromosome_name3
ENST00000641635.1,Cytosol,-0.57845861,1162,0.415662651,lincRNA,chromosome_name3
ENST00000641621.1,Nuclear,7.411738484,575,0.448695652,lincRNA,chromosome_name16
ENST00000641588.1,Nuclear,2.868378907,1546,0.443078913,lincRNA,chromosome_name8
ENST00000641562.1,Cytosol,-2.142176123,540,0.588888889,lincRNA,chromosome_name1
ENST00000641533.1,Nuclear,2.95391125,845,0.537278107,lincRNA,chromosome_name22
ENST00000641532.1,Nuclear,3.44152371,1657,0.405552203,lincRNA,chromosome_name3
ENST00000641523.1,Cytosol,-1.246077745,1558,0.450577664,lincRNA,chromosome_name8
ENST00000641495.1,Nuclear,4.129565074,399,0.448621554,lincRNA,chromosome_name1
ENST00000641488.1,Nuclear,3.908995463,1157,0.451166811,lincRNA,chromosome_name8
ENST00000641481.1,Cytosol,-0.400827457,890,0.474157303,lincRNA,chromosome_name1
ENST00000641425.1,Nuclear,4.706654114,1156,0.429065744,lincRNA,chromosome_name8
ENST00000641421.1,Nuclear,3.733033997,1530,0.430065359,lincRNA,chromosome_name8
ENST00000641335.1,Nuclear,3.164749248,1369,0.449233017,lincRNA,chromosome_name1
ENST00000641327.1,Cytosol,-0.357233885,515,0.497087379,lincRNA,chromosome_name16
ENST00000641325.1,Cytosol,-2.071991705,2442,0.521294021,lincRNA,chromosome_name1
ENST00000641309.1,Cytosol,-3.136768738,1382,0.428364689,lincRNA,chromosome_name8
ENST00000641295.1,Nuclear,6.533334177,1487,0.406186954,lincRNA,chromosome_name3
ENST00000641271.1,Nuclear,3.352946182,1932,0.366459627,lincRNA,chromosome_name1
ENST00000641222.1,Nuclear,5.221992036,1100,0.413636364,lincRNA,chromosome_name3
ENST00000641194.1,Cytosol,-2.190914135,868,0.447004608,lincRNA,chromosome_name3
ENST00000641187.1,Nuclear,6.102552843,875,0.451428571,lincRNA,chromosome_name8
ENST00000641176.1,Nuclear,3.008177771,886,0.481941309,lincRNA,chromosome_name1
ENST00000641175.1,Nuclear,3.29779804,619,0.491114701,lincRNA,chromosome_name16
ENST00000641174.1,Nuclear,3.876097181,959,0.445255474,lincRNA,chromosome_name8
ENST00000641158.1,Cytosol,-1.664345573,1695,0.372861357,lincRNA,chromosome_name3
ENST00000641153.1,Nuclear,3.487321319,1287,0.448329448,lincRNA,chromosome_name8
ENST00000641097.1,Cytosol,-0.772118239,674,0.412462908,lincRNA,chromosome_name1
ENST00000641091.1,Nuclear,3.382316781,839,0.449344458,lincRNA,chromosome_name5
ENST00000641078.1,Cytosol,-1.635599236,1258,0.504769475,lincRNA,chromosome_name1
ENST00000641075.1,Nuclear,3.1385582,823,0.469015796,lincRNA,chromosome_name16
ENST00000641060.1,Nuclear,4.223702157,679,0.421207658,lincRNA,chromosome_name8
ENST00000641055.1,Cytosol,-0.214787451,1992,0.382028112,lincRNA,chromosome_name3
ENST00000641053.1,Nuclear,2.94611019,1516,0.385224274,lincRNA,chromosome_name3
ENST00000641043.1,Cytosol,-1.12748213,1377,0.408133624,lincRNA,chromosome_name3
ENST00000641035.1,Nuclear,4.327019634,982,0.461303462,lincRNA,chromosome_name1
ENST00000641029.1,Cytosol,-0.313854989,1047,0.441260745,lincRNA,chromosome_name8
ENST00000641028.1,Nuclear,4.671441329,1430,0.416783217,lincRNA,chromosome_name8
ENST00000641011.1,Nuclear,3.498181492,299,0.494983278,lincRNA,chromosome_name1
ENST00000640920.1,Nuclear,2.818477221,924,0.463203463,lincRNA,chromosome_name19
ENST00000640865.1,Cytosol,-0.706431596,635,0.474015748,lincRNA,chromosome_name5
ENST00000640832.1,Cytosol,-0.275122579,1709,0.491515506,lincRNA,chromosome_name1
ENST00000640718.1,Cytosol,-3.059657308,1428,0.446778711,lincRNA,chromosome_name5
ENST00000640492.1,Nuclear,3.197257086,759,0.546772069,lincRNA,chromosome_name1
ENST00000640437.1,Cytosol,-0.698753903,1620,0.401851852,lincRNA,chromosome_nameX
ENST00000640420.1,Cytosol,-1.404964627,768,0.510416667,lincRNA,chromosome_name12
ENST00000640300.1,Nuclear,6.379229236,1213,0.41797197,lincRNA,chromosome_name7
ENST00000639965.1,Nuclear,3.272009919,1722,0.419860627,lincRNA,chromosome_name13
ENST00000639752.1,Cytosol,-3.053466452,556,0.505395683,lincRNA,chromosome_name19
ENST00000639627.1,Cytosol,-1.87267035,1220,0.502459016,lincRNA,chromosome_name12
ENST00000639316.1,Cytosol,-1.168336621,2015,0.404962779,lincRNA,chromosome_name18
ENST00000638964.1,Nuclear,2.898041699,1350,0.446666667,lincRNA,chromosome_name7
ENST00000638822.1,Cytosol,-0.966508318,574,0.496515679,lincRNA,chromosome_name19
ENST00000638774.1,Nuclear,3.507528228,2642,0.364118092,lincRNA,chromosome_name7
ENST00000638724.1,Cytosol,-1.51725068,1765,0.446458924,lincRNA,chromosome_name9
ENST00000638682.1,Cytosol,-0.951159189,1504,0.421542553,lincRNA,chromosome_name17
ENST00000638546.1,Nuclear,3.336867561,1641,0.489945155,lincRNA,chromosome_name6
ENST00000638195.1,Cytosol,-1.237435824,2252,0.531527531,lincRNA,chromosome_name10
ENST00000638163.1,Nuclear,2.929682195,528,0.537878788,lincRNA,chromosome_name13
ENST00000638047.1,Nuclear,3.463392606,1983,0.410993444,lincRNA,chromosome_name2
ENST00000637961.1,Nuclear,2.90862778,1576,0.412436548,lincRNA,chromosome_name16
ENST00000637947.1,Nuclear,3.499119335,811,0.431565968,lincRNA,chromosome_name17
ENST00000637934.1,Nuclear,2.946335484,1195,0.543096234,lincRNA,chromosome_name12
ENST00000637882.1,Nuclear,5.446984537,581,0.411359725,lincRNA,chromosome_name16
ENST00000637702.1,Nuclear,3.65877343,847,0.485242031,lincRNA,chromosome_name1
ENST00000637700.1,Cytosol,-3.306682209,2262,0.378426172,lincRNA,chromosome_name11
ENST00000637695.1,Cytosol,-0.067355594,952,0.516806723,lincRNA,chromosome_name16
ENST00000637677.1,Cytosol,-1.621134197,931,0.392051557,lincRNA,chromosome_name4
ENST00000637635.1,Cytosol,-0.295221813,683,0.481698389,lincRNA,chromosome_name16
ENST00000637629.1,Cytosol,-1.470845991,1174,0.399488927,lincRNA,chromosome_name5
ENST00000637627.1,Nuclear,2.819476068,703,0.412517781,lincRNA,chromosome_name17
ENST00000637598.1,Nuclear,2.971595478,2074,0.484088717,lincRNA,chromosome_name1
ENST00000637564.1,Nuclear,4.138106751,1366,0.510980966,lincRNA,chromosome_nameX
ENST00000637476.1,Nuclear,2.923442583,551,0.473684211,lincRNA,chromosome_name2
ENST00000637474.1,Nuclear,2.830393433,1985,0.459445844,lincRNA,chromosome_name14
ENST00000637466.1,Cytosol,-2.505332137,490,0.448979592,lincRNA,chromosome_name14
ENST00000637462.1,Cytosol,-0.852221207,1295,0.457142857,lincRNA,chromosome_name13
ENST00000637438.1,Nuclear,4.134364554,1456,0.433379121,lincRNA,chromosome_name13
ENST00000637377.1,Nuclear,3.926760597,2219,0.42091032,lincRNA,chromosome_name1
ENST00000637332.1,Nuclear,5.894399527,1237,0.392886015,lincRNA,chromosome_name14
ENST00000637196.1,Cytosol,-0.468242927,774,0.506459948,lincRNA,chromosome_name2
ENST00000637124.1,Nuclear,3.780760523,905,0.482872928,lincRNA,chromosome_name13
ENST00000636983.1,Nuclear,3.237640782,4607,0.406772303,lincRNA,chromosome_name18
ENST00000636956.1,Cytosol,-3.499205324,705,0.459574468,lincRNA,chromosome_name2
ENST00000636917.1,Nuclear,4.72237584,627,0.456140351,lincRNA,chromosome_name1
ENST00000636877.1,Nuclear,3.794441977,1104,0.4375,lincRNA,chromosome_name11
ENST00000636739.1,Nuclear,3.640792859,558,0.494623656,lincRNA,chromosome_name6
ENST00000636621.1,Nuclear,3.092173168,3241,0.461277384,lincRNA,chromosome_name13
ENST00000636560.1,Cytosol,-3.383949137,622,0.528938907,lincRNA,chromosome_name2
ENST00000636550.1,Cytosol,-0.60401,1530,0.487581699,lincRNA,chromosome_name8
ENST00000636531.1,Cytosol,-2.384888085,1196,0.505852843,lincRNA,chromosome_name2
ENST00000636391.2,Nuclear,4.320015061,2155,0.457076566,lincRNA,chromosome_name14
ENST00000636386.1,Nuclear,4.531216289,2708,0.4316839,lincRNA,chromosome_name1
ENST00000636354.1,Nuclear,3.463149563,4683,0.382020073,lincRNA,chromosome_name16
ENST00000636095.1,Cytosol,-1.618481829,1835,0.415258856,lincRNA,chromosome_nameX
ENST00000636084.1,Nuclear,2.84363776,1348,0.423590504,lincRNA,chromosome_name17
ENST00000636060.1,Cytosol,-0.871715227,548,0.538321168,lincRNA,chromosome_name6
ENST00000636052.1,Nuclear,3.271377851,1369,0.437545654,lincRNA,chromosome_name14
ENST00000636028.1,Nuclear,3.226870415,2298,0.399912968,lincRNA,chromosome_name9
ENST00000635959.1,Cytosol,-4.278595409,478,0.485355649,lincRNA,chromosome_name1
ENST00000635947.1,Nuclear,3.325017887,1557,0.46628131,lincRNA,chromosome_name19
ENST00000635845.1,Nuclear,4.496185141,1588,0.380352645,lincRNA,chromosome_name21
ENST00000635841.1,Nuclear,5.980066128,1734,0.447520185,lincRNA,chromosome_nameX
ENST00000635800.1,Nuclear,4.328352575,1620,0.485802469,lincRNA,chromosome_name3
ENST00000635706.1,Nuclear,2.976093791,559,0.416815742,lincRNA,chromosome_name1
ENST00000635687.1,Nuclear,3.219388236,4211,0.508905248,lincRNA,chromosome_name1
ENST00000635685.1,Cytosol,-0.606451006,780,0.487179487,lincRNA,chromosome_name1
ENST00000635684.1,Nuclear,2.917080555,1183,0.35841082,lincRNA,chromosome_name21
ENST00000635680.1,Nuclear,3.945775307,4363,0.441439377,lincRNA,chromosome_name18
ENST00000635660.1,Cytosol,-0.457602092,638,0.47492163,lincRNA,chromosome_name1
ENST00000635581.1,Cytosol,-3.513592101,706,0.532577904,lincRNA,chromosome_name1
ENST00000635579.1,Cytosol,-1.577094119,588,0.474489796,lincRNA,chromosome_name20
ENST00000635561.1,Nuclear,4.184324853,565,0.433628319,lincRNA,chromosome_name6
ENST00000635555.1,Nuclear,3.074365933,1016,0.452755906,lincRNA,chromosome_name1
ENST00000635536.2,Cytosol,-3.784128878,989,0.524772497,lincRNA,chromosome_name19
ENST00000635532.1,Nuclear,4.242142915,597,0.430485762,lincRNA,chromosome_name1
ENST00000635525.1,Nuclear,3.639388465,4123,0.363812758,lincRNA,chromosome_name21
ENST00000635520.1,Nuclear,3.873689495,1232,0.513798701,lincRNA,chromosome_name10
ENST00000635492.1,Nuclear,2.974150845,1293,0.489559165,lincRNA,chromosome_name1
ENST00000635435.2,Cytosol,-1.766714044,1505,0.5089701,lincRNA,chromosome_name19
ENST00000635422.1,Cytosol,-3.061078518,651,0.528417819,lincRNA,chromosome_name10
ENST00000635405.2,Nuclear,3.487323061,529,0.578449905,lincRNA,chromosome_name1
ENST00000635390.1,Nuclear,3.526214218,1065,0.397183099,lincRNA,chromosome_name4
ENST00000635357.1,Cytosol,-4.022025523,808,0.393564356,lincRNA,chromosome_name1
ENST00000635350.1,Nuclear,3.135090159,745,0.469798658,lincRNA,chromosome_name1
ENST00000635306.1,Nuclear,2.983223209,1429,0.458362491,lincRNA,chromosome_name2
ENST00000635299.1,Nuclear,3.254214135,1978,0.442366026,lincRNA,chromosome_name20
ENST00000635258.1,Nuclear,3.894773249,4566,0.396408235,lincRNA,chromosome_name20
ENST00000635220.1,Cytosol,-0.960270585,319,0.454545455,lincRNA,chromosome_name1
ENST00000635177.1,Cytosol,-0.812123396,1090,0.456880734,lincRNA,chromosome_name14
ENST00000635176.2,Cytosol,-1.540465067,1041,0.527377522,lincRNA,chromosome_name19
ENST00000635159.1,Cytosol,-3.461345754,994,0.437625755,lincRNA,chromosome_name1
ENST00000635103.1,Nuclear,2.986281014,4292,0.407968313,lincRNA,chromosome_name18
ENST00000635097.1,Cytosol,-1.439943208,1023,0.515151515,lincRNA,chromosome_name1
ENST00000635091.1,Nuclear,3.031311731,463,0.43412527,lincRNA,chromosome_name13
ENST00000635072.1,Nuclear,2.859857139,1114,0.393177738,lincRNA,chromosome_name1
ENST00000635031.1,Cytosol,-0.351330903,2045,0.540831296,lincRNA,chromosome_name4
ENST00000635009.1,Cytosol,-1.695782896,1235,0.368421053,lincRNA,chromosome_name1
ENST00000635002.1,Nuclear,4.925569244,1392,0.503591954,lincRNA,chromosome_name1
ENST00000634980.1,Cytosol,-0.219119042,1063,0.433678269,lincRNA,chromosome_name1
ENST00000634972.1,Cytosol,-0.661715575,590,0.53220339,lincRNA,chromosome_name1
ENST00000634971.1,Nuclear,3.267570171,854,0.460187354,lincRNA,chromosome_name11
ENST00000634951.1,Nuclear,3.676111326,582,0.475945017,lincRNA,chromosome_name19
ENST00000634933.1,Cytosol,-0.212249551,1544,0.435233161,lincRNA,chromosome_name10
ENST00000634930.1,Cytosol,-1.765676626,459,0.494553377,lincRNA,chromosome_name10
ENST00000634923.1,Cytosol,-0.333554448,923,0.502708559,lincRNA,chromosome_name14
ENST00000634902.1,Nuclear,3.0263945,917,0.47655398,lincRNA,chromosome_name11
ENST00000634877.1,Cytosol,-0.766679746,673,0.523031204,lincRNA,chromosome_name6
ENST00000634853.1,Nuclear,4.156414509,933,0.406216506,lincRNA,chromosome_name21
ENST00000634837.1,Nuclear,2.880015753,1677,0.43053071,lincRNA,chromosome_name3
ENST00000634776.1,Nuclear,3.435549928,2130,0.33286385,lincRNA,chromosome_name1
ENST00000634769.1,Cytosol,-2.489181532,583,0.459691252,lincRNA,chromosome_name1
ENST00000634763.1,Cytosol,-2.064985923,1266,0.512638231,lincRNA,chromosome_name1
ENST00000634735.1,Cytosol,-2.19523646,535,0.493457944,lincRNA,chromosome_name10
ENST00000634731.2,Cytosol,-0.743046149,571,0.562171629,lincRNA,chromosome_name19
ENST00000634701.1,Nuclear,2.897846755,2183,0.423728814,lincRNA,chromosome_name1
ENST00000634675.1,Cytosol,-0.058764913,1806,0.473975637,lincRNA,chromosome_name19
ENST00000634659.1,Nuclear,4.358888289,527,0.373814042,lincRNA,chromosome_name21
ENST00000634641.1,Nuclear,3.150783788,359,0.406685237,lincRNA,chromosome_name1
ENST00000634601.1,Cytosol,-0.43977558,1947,0.457627119,lincRNA,chromosome_nameX
ENST00000634596.1,Cytosol,-1.898254307,1768,0.395927602,lincRNA,chromosome_name1
ENST00000634595.1,Nuclear,3.178635584,1535,0.441042345,lincRNA,chromosome_name20
ENST00000634594.1,Nuclear,4.510789184,3586,0.428332404,lincRNA,chromosome_name1
ENST00000634569.1,Cytosol,-0.255532644,1030,0.44368932,lincRNA,chromosome_name1
ENST00000634547.1,Nuclear,3.642167823,1259,0.552025417,lincRNA,chromosome_name10
ENST00000634503.1,Nuclear,4.027253581,2406,0.470490441,lincRNA,chromosome_name17
ENST00000634462.1,Nuclear,3.202458731,1127,0.393078971,lincRNA,chromosome_name10
ENST00000634452.1,Cytosol,-1.390911456,562,0.510676157,lincRNA,chromosome_name10
ENST00000634424.1,Nuclear,4.356633505,423,0.51536643,lincRNA,chromosome_name1
ENST00000634373.1,Cytosol,-1.104928742,1535,0.556351792,lincRNA,chromosome_name10
ENST00000634334.1,Cytosol,-1.25052841,843,0.448398577,lincRNA,chromosome_name10
ENST00000634319.1,Cytosol,-2.975059289,1088,0.378676471,lincRNA,chromosome_name1
ENST00000634300.1,Nuclear,4.215649063,2706,0.585735403,lincRNA,chromosome_name2
ENST00000634281.1,Nuclear,4.345117639,2864,0.419692737,lincRNA,chromosome_name1
ENST00000634265.2,Cytosol,-2.534644411,892,0.427130045,lincRNA,chromosome_name16
ENST00000633951.1,Nuclear,3.004798566,567,0.564373898,lincRNA,chromosome_name19
ENST00000633808.1,Nuclear,4.479939446,848,0.676886792,lincRNA,chromosome_name19
ENST00000633673.1,Nuclear,3.567816698,475,0.452631579,lincRNA,chromosome_name8
ENST00000633603.1,Cytosol,-0.098479893,631,0.432646593,lincRNA,chromosome_name19
ENST00000633579.1,Cytosol,-0.045684479,1962,0.577981651,lincRNA,chromosome_name7
ENST00000633363.1,Nuclear,3.93593051,541,0.547134935,lincRNA,chromosome_name19
ENST00000633163.1,Nuclear,3.191752777,1143,0.565179353,lincRNA,chromosome_name7
ENST00000632948.1,Nuclear,3.786507237,1201,0.523730225,lincRNA,chromosome_name19
ENST00000632747.1,Cytosol,-0.239157401,621,0.582930757,lincRNA,chromosome_name19
ENST00000632561.1,Cytosol,-1.078804677,559,0.574239714,lincRNA,chromosome_name1
ENST00000632503.1,Nuclear,3.20824463,1764,0.591269841,lincRNA,chromosome_name1
ENST00000632484.1,Cytosol,-0.004747413,3021,0.395233366,lincRNA,chromosome_name19
ENST00000632451.1,Cytosol,-0.881964845,313,0.565495208,lincRNA,chromosome_name15
ENST00000632196.1,Cytosol,-0.568970951,448,0.59375,lincRNA,chromosome_name22
ENST00000632102.1,Nuclear,4.258352774,561,0.677361854,lincRNA,chromosome_name19
ENST00000631858.1,Nuclear,3.112550961,1761,0.636002271,lincRNA,chromosome_name19
ENST00000631644.1,Nuclear,3.102630719,473,0.498942918,lincRNA,chromosome_name19
ENST00000631520.1,Nuclear,4.202026901,475,0.418947368,lincRNA,chromosome_name8
ENST00000631376.1,Cytosol,-2.319675116,1183,0.533389687,lincRNA,chromosome_name19
ENST00000631271.2,Nuclear,3.278254773,757,0.486129458,lincRNA,chromosome_name2
ENST00000631211.1,Cytosol,-2.406755861,923,0.548212351,lincRNA,chromosome_name21
ENST00000631194.1,Cytosol,-0.745513873,1173,0.564364876,lincRNA,chromosome_name17
ENST00000631190.1,Cytosol,-0.549308673,3306,0.450998185,lincRNA,chromosome_name11
ENST00000631186.1,Nuclear,3.859685389,560,0.389285714,lincRNA,chromosome_name21
ENST00000631093.1,Cytosol,-2.427598459,636,0.465408805,lincRNA,chromosome_name9
ENST00000631088.1,Cytosol,-1.531055129,437,0.466819222,lincRNA,chromosome_name7
ENST00000631087.1,Nuclear,3.680854927,848,0.515330189,lincRNA,chromosome_name3
ENST00000631075.2,Nuclear,7.588882725,938,0.42217484,lincRNA,chromosome_name2
ENST00000630920.1,Nuclear,4.016560287,1752,0.440639269,lincRNA,chromosome_name8
ENST00000630885.2,Nuclear,3.965090322,558,0.453405018,lincRNA,chromosome_name1
ENST00000630856.1,Cytosol,-1.403906891,500,0.396,lincRNA,chromosome_nameX
ENST00000630830.1,Nuclear,2.921150337,795,0.480503145,lincRNA,chromosome_name3
ENST00000630823.2,Cytosol,-1.039470054,737,0.544097693,lincRNA,chromosome_name5
ENST00000630732.2,Nuclear,4.872027728,380,0.452631579,lincRNA,chromosome_name2
ENST00000630717.1,Nuclear,2.854224505,871,0.386911596,lincRNA,chromosome_name2
ENST00000630686.2,Nuclear,4.969543924,974,0.430184805,lincRNA,chromosome_name2
ENST00000630675.2,Nuclear,2.891274435,608,0.475328947,lincRNA,chromosome_name3
ENST00000630663.1,Nuclear,5.614706792,746,0.533512064,lincRNA,chromosome_name3
ENST00000630388.2,Cytosol,-0.272447837,1043,0.3978907,lincRNA,chromosome_nameX
ENST00000630354.1,Cytosol,-0.14833521,524,0.423664122,lincRNA,chromosome_name21
ENST00000630243.2,Cytosol,-1.775215529,955,0.486910995,lincRNA,chromosome_name3
ENST00000630170.2,Nuclear,4.019604154,584,0.553082192,lincRNA,chromosome_name3
ENST00000630139.2,Nuclear,5.716540557,1146,0.395287958,lincRNA,chromosome_name2
ENST00000630122.2,Cytosol,-1.277831856,799,0.446808511,lincRNA,chromosome_name2
ENST00000630100.1,Nuclear,2.917128472,1021,0.485798237,lincRNA,chromosome_name15
ENST00000629990.1,Nuclear,4.198083285,806,0.473945409,lincRNA,chromosome_name3
ENST00000629969.1,Cytosol,-0.923511042,923,0.548212351,lincRNA,chromosome_name21
ENST00000629869.1,Nuclear,4.09508296,976,0.452868852,lincRNA,chromosome_name22
ENST00000629776.1,Nuclear,3.663292686,2065,0.607748184,lincRNA,chromosome_name6
ENST00000629702.3,Nuclear,2.895717238,1572,0.44783715,lincRNA,chromosome_name1
ENST00000629370.1,Cytosol,-2.700249575,331,0.444108761,lincRNA,chromosome_name2
ENST00000629369.1,Nuclear,3.450420733,1966,0.450152594,lincRNA,chromosome_name9
ENST00000629295.1,Nuclear,4.234533404,4300,0.43627907,lincRNA,chromosome_name3
ENST00000629291.2,Cytosol,-0.792497725,1748,0.43020595,lincRNA,chromosome_name7
ENST00000629257.1,Nuclear,4.182274816,323,0.498452012,lincRNA,chromosome_name2
ENST00000629217.2,Cytosol,-0.519421532,553,0.508137432,lincRNA,chromosome_name3
ENST00000629149.1,Nuclear,7.01822016,609,0.449917898,lincRNA,chromosome_name2
ENST00000629078.1,Nuclear,2.805237456,902,0.450110865,lincRNA,chromosome_name12
ENST00000628989.1,Cytosol,-1.658952257,699,0.396280401,lincRNA,chromosome_name10
ENST00000628924.1,Nuclear,3.046960543,2835,0.373897707,lincRNA,chromosome_name9
ENST00000628775.2,Cytosol,-4.672913021,699,0.383404864,lincRNA,chromosome_name2
ENST00000628762.2,Cytosol,-0.501042171,743,0.541049798,lincRNA,chromosome_name6
ENST00000628754.2,Nuclear,4.413813886,430,0.511627907,lincRNA,chromosome_name3
ENST00000628611.2,Nuclear,3.946261982,423,0.397163121,lincRNA,chromosome_name2
ENST00000628546.1,Cytosol,-0.554670417,348,0.563218391,lincRNA,chromosome_nameX
ENST00000628509.1,Cytosol,-0.285730012,333,0.504504505,lincRNA,chromosome_name6
ENST00000628484.1,Cytosol,-1.112862219,536,0.578358209,lincRNA,chromosome_name17
ENST00000628362.2,Cytosol,-0.876487132,582,0.493127148,lincRNA,chromosome_name6
ENST00000628246.2,Nuclear,3.273904172,443,0.451467269,lincRNA,chromosome_name7
ENST00000628237.2,Nuclear,4.124605858,672,0.441964286,lincRNA,chromosome_name2
ENST00000628234.2,Cytosol,-0.47286459,754,0.484084881,lincRNA,chromosome_name1
ENST00000628233.2,Cytosol,-1.849287451,551,0.575317604,lincRNA,chromosome_name14
ENST00000628195.2,Nuclear,5.352372695,552,0.510869565,lincRNA,chromosome_name3
ENST00000628167.2,Cytosol,-2.112595008,743,0.391655451,lincRNA,chromosome_name2
ENST00000628148.2,Nuclear,5.219570533,334,0.473053892,lincRNA,chromosome_name2
ENST00000628090.1,Cytosol,-0.022477274,926,0.510799136,lincRNA,chromosome_name2
ENST00000628063.2,Nuclear,3.510360839,845,0.453254438,lincRNA,chromosome_name1
ENST00000628013.2,Nuclear,2.844053436,753,0.495351926,lincRNA,chromosome_name3
ENST00000628006.2,Cytosol,-0.041088695,786,0.452926209,lincRNA,chromosome_name17
ENST00000627981.1,Cytosol,-2.406755861,923,0.548212351,lincRNA,chromosome_name21
ENST00000627863.2,Nuclear,3.153799856,793,0.491803279,lincRNA,chromosome_name3
ENST00000627767.1,Nuclear,2.955618886,929,0.430570506,lincRNA,chromosome_name3
ENST00000627718.2,Cytosol,-1.088332755,510,0.549019608,lincRNA,chromosome_name3
ENST00000627687.1,Nuclear,4.333303592,578,0.44982699,lincRNA,chromosome_nameX
ENST00000627623.2,Cytosol,-1.320220276,417,0.398081535,lincRNA,chromosome_name21
ENST00000627545.2,Nuclear,3.689703346,886,0.383747178,lincRNA,chromosome_name2
ENST00000627502.2,Nuclear,2.868951276,874,0.525171625,lincRNA,chromosome_name3
ENST00000627497.2,Cytosol,-5.05787056,558,0.46953405,lincRNA,chromosome_name2
ENST00000627419.2,Nuclear,5.285387395,631,0.423137876,lincRNA,chromosome_name2
ENST00000627309.1,Nuclear,3.322265219,1115,0.349775785,lincRNA,chromosome_name14
ENST00000627247.2,Nuclear,4.624646428,463,0.44924406,lincRNA,chromosome_name2
ENST00000627197.1,Cytosol,-2.570604033,579,0.450777202,lincRNA,chromosome_name9
ENST00000627195.2,Nuclear,4.732623794,882,0.448979592,lincRNA,chromosome_name2
ENST00000627179.1,Nuclear,4.479695595,632,0.443037975,lincRNA,chromosome_name5
ENST00000627173.1,Nuclear,3.328930566,4113,0.42159008,lincRNA,chromosome_nameX
ENST00000627152.2,Cytosol,-0.748270371,846,0.536643026,lincRNA,chromosome_name3
ENST00000627065.1,Cytosol,-2.112853043,1480,0.460810811,lincRNA,chromosome_name9
ENST00000627052.2,Cytosol,-0.05544021,562,0.537366548,lincRNA,chromosome_name13
ENST00000627016.2,Cytosol,-0.24929699,503,0.566600398,lincRNA,chromosome_name3
ENST00000626969.2,Nuclear,4.213283735,745,0.534228188,lincRNA,chromosome_name3
ENST00000626907.2,Cytosol,-0.353972406,581,0.395869191,lincRNA,chromosome_name10
ENST00000626846.2,Cytosol,-0.305916144,579,0.404145078,lincRNA,chromosome_nameX
ENST00000626825.1,Cytosol,-0.079792299,1077,0.448467967,lincRNA,chromosome_name22
ENST00000626688.2,Nuclear,2.865402844,783,0.434227331,lincRNA,chromosome_name2
